Item Branch 2nd Item Number,Item Branch Category Code 6,Item Branch G/L Category,Item-Branch Key,Item Branch Reorder Quantity,Short Name
30147,1030,TMTG,CR-10977,0,10977
30147,1030,TMTG,CR-10977,0,10977
27569,1015,SRCW,CR-10734,0,10734
27569,1015,SRCW,CR-10734,0,10734
34783,1035,ACCE,CR-10311,0,10311
34783,1035,ACCE,CR-10311,0,10311
38815,1010,AXLE,CR-10813,0,10813
38815,1010,AXLE,CR-10813,0,10813
60505,1010,AXLE,CR-10180,0,10180
60505,1010,AXLE,CR-10180,0,10180
61692,1005,THUB,CR-10345,0,10345
61692,1005,THUB,CR-10345,0,10345
40552,5020,MKTG,CR-10950,0,10950
40552,5020,MKTG,CR-10950,0,10950
915416,5020,MKTG,CR-10029,0,10029
915416,5020,MKTG,CR-10029,0,10029
15663,1015,SRCW,CR-10295,0,10295
15663,1015,SRCW,CR-10295,0,10295
35338,1050,AFAB,CR-10393,0,10393
35338,1050,AFAB,CR-10393,0,10393
37978,1025,TFAB,CR-10656,0,10656
37978,1025,TFAB,CR-10656,0,10656
38816,1010,AXLE,CR-10814,0,10814
38816,1010,AXLE,CR-10814,0,10814
39927,1015,SRCW,CR-10018,0,10018
39927,1015,SRCW,CR-10018,0,10018
60924,1025,TFAB,CR-10229,0,10229
60924,1025,TFAB,CR-10229,0,10229
61693,1005,THUB,CR-10346,0,10346
61693,1005,THUB,CR-10346,0,10346
63058,1030,TMTG,CR-10588,0,10588
63058,1030,TMTG,CR-10588,0,10588
40627,5020,MKTG,CR-10951,50000,10951
40627,5020,MKTG,CR-10951,50000,10951
15665,1015,SRCW,CR-10296,0,10296
15665,1015,SRCW,CR-10296,0,10296
19742,1030,TMTG,CR-10378,0,10378
19742,1030,TMTG,CR-10378,0,10378
30680,1030,TMTG,CR-10030,0,10030
30680,1030,TMTG,CR-10030,0,10030
37979,1025,TFAB,CR-10657,0,10657
37979,1025,TFAB,CR-10657,0,10657
38820,1010,AXLE,CR-10815,0,10815
38820,1010,AXLE,CR-10815,0,10815
39594,1030,TMTG,CR-10965,0,10965
39594,1030,TMTG,CR-10965,0,10965
39928,1015,SRCW,CR-10019,0,10019
39928,1015,SRCW,CR-10019,0,10019
60927,1050,AFAB,CR-10230,0,10230
60927,1050,AFAB,CR-10230,0,10230
40567,5020,MKTG,CR-10952,10000,10952
40567,5020,MKTG,CR-10952,10000,10952
63708,1080,NISS,PC-10691,0,10691
63708,1080,NISS,PC-10691,0,10691
15667,1015,SRCW,CR-10297,0,10297
15667,1015,SRCW,CR-10297,0,10297
26121,1025,TFAB,CR-10623,0,10623
26121,1025,TFAB,CR-10623,0,10623
31609,1015,SRCW,CR-10075,0,10075
31609,1015,SRCW,CR-10075,0,10075
34287,1045,SMWN,CR-10254,0,10254
34287,1045,SMWN,CR-10254,0,10254
34786,1045,SMWN,CR-10312,0,10312
34786,1045,SMWN,CR-10312,0,10312
37980,1025,TFAB,CR-10658,0,10658
37980,1025,TFAB,CR-10658,0,10658
38821,1010,AXLE,CR-10816,0,10816
38821,1010,AXLE,CR-10816,0,10816
39595,1030,TMTG,CR-10966,0,10966
39595,1030,TMTG,CR-10966,0,10966
63381,1015,SRCW,CR-10649,0,10649
63381,1015,SRCW,CR-10649,0,10649
63783,1040,ATVW,CR-10702,0,10702
63783,1040,ATVW,CR-10702,0,10702
915327,5020,MKTG,CR-10953,500000,10953
915327,5020,MKTG,CR-10953,500000,10953
63904,1090,IWE,PC-10725,0,10725
63904,1090,IWE,PC-10725,0,10725
1106,1015,SRCW,CR-10001,0,10001
1106,1015,SRCW,CR-10001,0,10001
15668,1015,SRCW,CR-10298,0,10298
15668,1015,SRCW,CR-10298,0,10298
19744,1030,TMTG,CR-10379,0,10379
19744,1030,TMTG,CR-10379,0,10379
26123,1025,TFAB,CR-10624,0,10624
26123,1025,TFAB,CR-10624,0,10624
34788,1015,SRCW,CR-10313,0,10313
34788,1015,SRCW,CR-10313,0,10313
37981,1025,TFAB,CR-10659,0,10659
37981,1025,TFAB,CR-10659,0,10659
38822,1010,AXLE,CR-10817,0,10817
38822,1010,AXLE,CR-10817,0,10817
39240,1035,ACCE,CR-10878,0,10878
39240,1035,ACCE,CR-10878,0,10878
61700,1025,TFAB,CR-10347,0,10347
61700,1025,TFAB,CR-10347,0,10347
62754,1010,AXLE,CR-10534,0,10534
62754,1010,AXLE,CR-10534,0,10534
63062,1030,TMTG,CR-10589,0,10589
63062,1030,TMTG,CR-10589,0,10589
26125,1025,TFAB,CR-10625,0,10625
26125,1025,TFAB,CR-10625,0,10625
29519,1015,SRCW,CR-10914,0,10914
29519,1015,SRCW,CR-10914,0,10914
34789,1015,SRCW,CR-10314,0,10314
34789,1015,SRCW,CR-10314,0,10314
37543,1045,SMWN,CR-10580,0,10580
37543,1045,SMWN,CR-10580,0,10580
38826,1005,THUB,CR-10818,0,10818
38826,1005,THUB,CR-10818,0,10818
60934,1015,SRCW,CR-10231,0,10231
60934,1015,SRCW,CR-10231,0,10231
62434,1030,TMTG,CR-10482,0,10482
62434,1030,TMTG,CR-10482,0,10482
62755,1010,AXLE,CR-10535,0,10535
62755,1010,AXLE,CR-10535,0,10535
63063,1035,ACCE,CR-10590,0,10590
63063,1035,ACCE,CR-10590,0,10590
15686,1015,SRCW,CR-10299,0,10299
15686,1015,SRCW,CR-10299,0,10299
19746,1030,TMTG,CR-10380,0,10380
19746,1030,TMTG,CR-10380,0,10380
26126,1025,TFAB,CR-10626,0,10626
26126,1025,TFAB,CR-10626,0,10626
29060,1045,SMWN,CR-10851,0,10851
29060,1045,SMWN,CR-10851,0,10851
33050,1035,ACCE,CR-10203,0,10203
33050,1035,ACCE,CR-10203,0,10203
37985,1010,AXLE,CR-10660,0,10660
37985,1010,AXLE,CR-10660,0,10660
38827,1010,AXLE,CR-10819,0,10819
38827,1010,AXLE,CR-10819,0,10819
39599,1015,SRCW,CR-10967,0,10967
39599,1015,SRCW,CR-10967,0,10967
63064,1030,TMTG,CR-10591,0,10591
63064,1030,TMTG,CR-10591,0,10591
915417,5020,MKTG,CR-10030,0,10030
915417,5020,MKTG,CR-10030,0,10030
7071,1025,TFAB,CR-10088,0,10088
7071,1025,TFAB,CR-10088,0,10088
15693,1015,SRCW,CR-10300,0,10300
15693,1015,SRCW,CR-10300,0,10300
29061,1005,THUB,CR-10852,0,10852
29061,1005,THUB,CR-10852,0,10852
35363,1035,ACCE,CR-10394,0,10394
35363,1035,ACCE,CR-10394,0,10394
39600,1015,SRCW,CR-10968,0,10968
39600,1015,SRCW,CR-10968,0,10968
61341,1025,TFAB,CR-10277,0,10277
61341,1025,TFAB,CR-10277,0,10277
63065,1030,TMTG,CR-10592,0,10592
63065,1030,TMTG,CR-10592,0,10592
63788,1050,AFAB,CR-10703,0,10703
63788,1050,AFAB,CR-10703,0,10703
64302,1050,AFAB,CR-10991,0,10991
64302,1050,AFAB,CR-10991,0,10991
24020,1015,SRCW,CR-10525,0,10525
24020,1015,SRCW,CR-10525,0,10525
29062,1005,THUB,CR-10853,0,10853
29062,1005,THUB,CR-10853,0,10853
37987,1010,AXLE,CR-10661,0,10661
37987,1010,AXLE,CR-10661,0,10661
39601,1015,SRCW,CR-10969,0,10969
39601,1015,SRCW,CR-10969,0,10969
62437,1025,TFAB,CR-10483,0,10483
62437,1025,TFAB,CR-10483,0,10483
62759,1045,SMWN,CR-10536,0,10536
62759,1045,SMWN,CR-10536,0,10536
63066,1030,TMTG,CR-10593,0,10593
63066,1030,TMTG,CR-10593,0,10593
63789,1010,AXLE,CR-10704,10000000,10704
63789,1010,AXLE,CR-10704,10000000,10704
60256-6,1015,SRCW,CR-10954,0,10954
60256-6,1015,SRCW,CR-10954,0,10954
64213,1025,TFAB,CR-10992,0,10992
64213,1025,TFAB,CR-10992,0,10992
29063,1005,THUB,CR-10854,0,10854
29063,1005,THUB,CR-10854,0,10854
31618,1015,SRCW,CR-10076,200000,10076
31618,1015,SRCW,CR-10076,200000,10076
35365,1035,ACCE,CR-10395,0,10395
35365,1035,ACCE,CR-10395,0,10395
39602,1015,SRCW,CR-10970,0,10970
39602,1015,SRCW,CR-10970,0,10970
39935,1025,TFAB,CR-10020,0,10020
39935,1025,TFAB,CR-10020,0,10020
61343,1025,TFAB,CR-10278,0,10278
61343,1025,TFAB,CR-10278,0,10278
62760,1045,SMWN,CR-10537,0,10537
62760,1045,SMWN,CR-10537,0,10537
63792,1025,TFAB,CR-10705,0,10705
63792,1025,TFAB,CR-10705,0,10705
64850,1040,ATVW,CR-10786,0,10786
64850,1040,ATVW,CR-10786,0,10786
1159,1015,SRCW,CR-10002,0,10002
1159,1015,SRCW,CR-10002,0,10002
15701,1025,TFAB,CR-10301,0,10301
15701,1025,TFAB,CR-10301,0,10301
29070,1005,THUB,CR-10855,0,10855
29070,1005,THUB,CR-10855,0,10855
31619,1015,SRCW,CR-10077,200000,10077
31619,1015,SRCW,CR-10077,200000,10077
34797,1040,ATVW,CR-10315,0,10315
34797,1040,ATVW,CR-10315,0,10315
39247,1035,ACCE,CR-10879,0,10879
39247,1035,ACCE,CR-10879,0,10879
39603,1015,SRCW,CR-10971,0,10971
39603,1015,SRCW,CR-10971,0,10971
64851,1040,ATVW,CR-10787,0,10787
64851,1040,ATVW,CR-10787,0,10787
63801,1050,AFAB,CR-10993,0,10993
63801,1050,AFAB,CR-10993,0,10993
30424,1055,SHUB,PC-10005,0,10005
30424,1055,SHUB,PC-10005,0,10005
29071,1005,THUB,CR-10856,0,10856
29071,1005,THUB,CR-10856,0,10856
29577,1035,ACCE,CR-10915,0,10915
29577,1035,ACCE,CR-10915,0,10915
34798,1020,UTIW,CR-10316,0,10316
34798,1020,UTIW,CR-10316,0,10316
38837,1015,SRCW,CR-10820,0,10820
38837,1015,SRCW,CR-10820,0,10820
39248,1035,ACCE,CR-10880,0,10880
39248,1035,ACCE,CR-10880,0,10880
60940,1050,AFAB,CR-10232,0,10232
60940,1050,AFAB,CR-10232,0,10232
61345,1025,TFAB,CR-10279,0,10279
61345,1025,TFAB,CR-10279,0,10279
30425,1055,SHUB,PC-10006,0,10006
30425,1055,SHUB,PC-10006,0,10006
13617,1025,TFAB,CR-10224,0,10224
13617,1025,TFAB,CR-10224,0,10224
15703,1025,TFAB,CR-10302,0,10302
15703,1025,TFAB,CR-10302,0,10302
26140,1030,TMTG,CR-10627,0,10627
26140,1030,TMTG,CR-10627,0,10627
29578,1035,ACCE,CR-10916,0,10916
29578,1035,ACCE,CR-10916,0,10916
60520,1030,TMTG,CR-10181,0,10181
60520,1030,TMTG,CR-10181,0,10181
61346,1015,SRCW,CR-10280,0,10280
61346,1015,SRCW,CR-10280,0,10280
61736,1015,SRCW,CR-10348,0,10348
61736,1015,SRCW,CR-10348,0,10348
62441,1025,TFAB,CR-10484,0,10484
62441,1025,TFAB,CR-10484,0,10484
63070,1040,ATVW,CR-10594,0,10594
63070,1040,ATVW,CR-10594,0,10594
63795,1040,ATVW,CR-10706,0,10706
63795,1040,ATVW,CR-10706,0,10706
30426,1055,SHUB,PC-10007,0,10007
30426,1055,SHUB,PC-10007,0,10007
26141,1025,TFAB,CR-10628,0,10628
26141,1025,TFAB,CR-10628,0,10628
29579,1035,ACCE,CR-10917,0,10917
29579,1035,ACCE,CR-10917,0,10917
31623,1015,SRCW,CR-10078,0,10078
31623,1015,SRCW,CR-10078,0,10078
39252,1010,AXLE,CR-10881,0,10881
39252,1010,AXLE,CR-10881,0,10881
39606,1050,AFAB,CR-10972,0,10972
39606,1050,AFAB,CR-10972,0,10972
62442,1025,TFAB,CR-10485,0,10485
62442,1025,TFAB,CR-10485,0,10485
63796,1050,AFAB,CR-10707,0,10707
63796,1050,AFAB,CR-10707,0,10707
63582,1050,AFAB,CR-10994,0,10994
63582,1050,AFAB,CR-10994,0,10994
1319,1010,AXLE,CR-10003,34000000,10003
1319,1010,AXLE,CR-10003,34000000,10003
7165,1025,TFAB,CR-10089,0,10089
7165,1025,TFAB,CR-10089,0,10089
25300,1035,ACCE,CR-10554,0,10554
25300,1035,ACCE,CR-10554,0,10554
29076,1005,THUB,CR-10857,0,10857
29076,1005,THUB,CR-10857,0,10857
30723,1025,TFAB,CR-10031,0,10031
30723,1025,TFAB,CR-10031,0,10031
35370,1035,ACCE,CR-10396,0,10396
35370,1035,ACCE,CR-10396,0,10396
39253,1010,AXLE,CR-10882,0,10882
39253,1010,AXLE,CR-10882,0,10882
39607,1050,AFAB,CR-10973,0,10973
39607,1050,AFAB,CR-10973,0,10973
61738,1015,SRCW,CR-10349,0,10349
61738,1015,SRCW,CR-10349,0,10349
30447,1055,SHUB,PC-10008,0,10008
30447,1055,SHUB,PC-10008,0,10008
1320,1045,SMWN,CR-10004,0,10004
1320,1045,SMWN,CR-10004,0,10004
15712,1015,SRCW,CR-10303,0,10303
15712,1015,SRCW,CR-10303,0,10303
26143,1025,TFAB,CR-10629,0,10629
26143,1025,TFAB,CR-10629,0,10629
38842,1015,SRCW,CR-10821,0,10821
38842,1015,SRCW,CR-10821,0,10821
39608,1050,AFAB,CR-10974,0,10974
39608,1050,AFAB,CR-10974,0,10974
61739,1015,SRCW,CR-10350,0,10350
61739,1015,SRCW,CR-10350,0,10350
62444,1015,SRCW,CR-10486,0,10486
62444,1015,SRCW,CR-10486,0,10486
62766,1040,ATVW,CR-10538,0,10538
62766,1040,ATVW,CR-10538,0,10538
63073,1040,ATVW,CR-10595,0,10595
63073,1040,ATVW,CR-10595,0,10595
30448,1055,SHUB,PC-10009,0,10009
30448,1055,SHUB,PC-10009,0,10009
1321,1025,TFAB,CR-10005,0,10005
1321,1025,TFAB,CR-10005,0,10005
25307,1015,SRCW,CR-10555,0,10555
25307,1015,SRCW,CR-10555,0,10555
29081,1005,THUB,CR-10858,0,10858
29081,1005,THUB,CR-10858,0,10858
38004,1010,AXLE,CR-10665,0,10665
38004,1010,AXLE,CR-10665,0,10665
38843,1015,SRCW,CR-10822,0,10822
38843,1015,SRCW,CR-10822,0,10822
39609,1050,AFAB,CR-10975,0,10975
39609,1050,AFAB,CR-10975,0,10975
62445,1015,SRCW,CR-10487,0,10487
62445,1015,SRCW,CR-10487,0,10487
63800,1050,AFAB,CR-10708,110000,10708
63800,1050,AFAB,CR-10708,110000,10708
30449,1055,SHUB,PC-10010,0,10010
30449,1055,SHUB,PC-10010,0,10010
1322,1025,TFAB,CR-10006,0,10006
1322,1025,TFAB,CR-10006,0,10006
15739,1015,SRCW,CR-10304,0,10304
15739,1015,SRCW,CR-10304,0,10304
25308,1015,SRCW,CR-10556,0,10556
25308,1015,SRCW,CR-10556,0,10556
31634,1015,SRCW,CR-10079,0,10079
31634,1015,SRCW,CR-10079,0,10079
37095,1025,TFAB,CR-10505,0,10505
37095,1025,TFAB,CR-10505,0,10505
38005,1010,AXLE,CR-10666,0,10666
38005,1010,AXLE,CR-10666,0,10666
38844,1015,SRCW,CR-10823,0,10823
38844,1015,SRCW,CR-10823,0,10823
39610,1050,AFAB,CR-10976,0,10976
39610,1050,AFAB,CR-10976,0,10976
62446,1015,SRCW,CR-10488,0,10488
62446,1015,SRCW,CR-10488,0,10488
62768,1040,ATVW,CR-10539,0,10539
62768,1040,ATVW,CR-10539,0,10539
63803,1050,AFAB,CR-10709,0,10709
63803,1050,AFAB,CR-10709,0,10709
30450,1055,SHUB,PC-10011,0,10011
30450,1055,SHUB,PC-10011,0,10011
1323,1025,TFAB,CR-10007,0,10007
1323,1025,TFAB,CR-10007,0,10007
25314,1015,SRCW,CR-10557,0,10557
25314,1015,SRCW,CR-10557,0,10557
29087,1005,THUB,CR-10859,0,10859
29087,1005,THUB,CR-10859,0,10859
38006,1010,AXLE,CR-10667,0,10667
38006,1010,AXLE,CR-10667,0,10667
38845,1015,SRCW,CR-10824,0,10824
38845,1015,SRCW,CR-10824,0,10824
7300,1005,THUB,CR-10090,0,10090
7300,1005,THUB,CR-10090,0,10090
29586,1020,UTIW,CR-10918,0,10918
29586,1020,UTIW,CR-10918,0,10918
34809,1015,SRCW,CR-10317,0,10317
34809,1015,SRCW,CR-10317,0,10317
37570,1050,AFAB,CR-10583,0,10583
37570,1050,AFAB,CR-10583,0,10583
38007,1010,AXLE,CR-10668,0,10668
38007,1010,AXLE,CR-10668,0,10668
38846,1015,SRCW,CR-10825,0,10825
38846,1015,SRCW,CR-10825,0,10825
39259,1025,TFAB,CR-10883,0,10883
39259,1025,TFAB,CR-10883,0,10883
39617,1025,TFAB,CR-10977,0,10977
39617,1025,TFAB,CR-10977,0,10977
61743,1010,AXLE,CR-10354,0,10354
61743,1010,AXLE,CR-10354,0,10354
62770,1040,ATVW,CR-10540,0,10540
62770,1040,ATVW,CR-10540,0,10540
63077,1040,ATVW,CR-10596,0,10596
63077,1040,ATVW,CR-10596,0,10596
915412,5020,MKTG,CR-10031,0,10031
915412,5020,MKTG,CR-10031,0,10031
1388,1010,AXLE,CR-10008,0,10008
1388,1010,AXLE,CR-10008,0,10008
13697,1015,SRCW,CR-10225,0,10225
13697,1015,SRCW,CR-10225,0,10225
29091,1005,THUB,CR-10860,0,10860
29091,1005,THUB,CR-10860,0,10860
29587,1040,ATVW,CR-10919,0,10919
29587,1040,ATVW,CR-10919,0,10919
30732,1030,TMTG,CR-10032,0,10032
30732,1030,TMTG,CR-10032,0,10032
34810,1015,SRCW,CR-10318,0,10318
34810,1015,SRCW,CR-10318,0,10318
37100,1025,TFAB,CR-10506,0,10506
37100,1025,TFAB,CR-10506,0,10506
38008,1010,AXLE,CR-10669,0,10669
38008,1010,AXLE,CR-10669,0,10669
38847,1015,SRCW,CR-10826,0,10826
38847,1015,SRCW,CR-10826,0,10826
61744,1010,AXLE,CR-10355,0,10355
61744,1010,AXLE,CR-10355,0,10355
63078,1040,ATVW,CR-10597,0,10597
63078,1040,ATVW,CR-10597,0,10597
63814,1040,ATVW,CR-10710,0,10710
63814,1040,ATVW,CR-10710,0,10710
63978,1040,ATVW,CR-10955,0,10955
63978,1040,ATVW,CR-10955,0,10955
40647,5020,MKTG,CR-10032,0,10032
40647,5020,MKTG,CR-10032,0,10032
7302,1005,THUB,CR-10091,0,10091
7302,1005,THUB,CR-10091,0,10091
13698,1015,SRCW,CR-10226,0,10226
13698,1015,SRCW,CR-10226,0,10226
25322,1035,ACCE,CR-10558,0,10558
25322,1035,ACCE,CR-10558,0,10558
26150,1030,TMTG,CR-10630,0,10630
26150,1030,TMTG,CR-10630,0,10630
29092,1005,THUB,CR-10861,0,10861
29092,1005,THUB,CR-10861,0,10861
38848,1010,AXLE,CR-10827,0,10827
38848,1010,AXLE,CR-10827,0,10827
61745,1010,AXLE,CR-10356,0,10356
61745,1010,AXLE,CR-10356,0,10356
63403,1035,ACCE,CR-10650,0,10650
63403,1035,ACCE,CR-10650,0,10650
63815,1035,ACCE,CR-10711,0,10711
63815,1035,ACCE,CR-10711,0,10711
63048,1045,SMWN,CR-10009,0,10009
63048,1045,SMWN,CR-10009,0,10009
13699,1015,SRCW,CR-10227,0,10227
13699,1015,SRCW,CR-10227,0,10227
29590,1050,AFAB,CR-10920,0,10920
29590,1050,AFAB,CR-10920,0,10920
35382,1015,SRCW,CR-10397,0,10397
35382,1015,SRCW,CR-10397,0,10397
38013,1015,SRCW,CR-10670,0,10670
38013,1015,SRCW,CR-10670,0,10670
38849,1010,AXLE,CR-10828,0,10828
38849,1010,AXLE,CR-10828,0,10828
60530,1030,TMTG,CR-10182,0,10182
60530,1030,TMTG,CR-10182,0,10182
60974,1050,AFAB,CR-10234,0,10234
60974,1050,AFAB,CR-10234,0,10234
61746,1010,AXLE,CR-10357,0,10357
61746,1010,AXLE,CR-10357,0,10357
63080,1040,ATVW,CR-10598,0,10598
63080,1040,ATVW,CR-10598,0,10598
63816,1050,AFAB,CR-10712,0,10712
63816,1050,AFAB,CR-10712,0,10712
1402,1095,CHUB,CR-10010,0,10010
1402,1095,CHUB,CR-10010,0,10010
1402,1095,CHUB,PC-10010,0,10010
1402,1095,CHUB,PC-10010,0,10010
7309,1005,THUB,CR-10092,0,10092
7309,1005,THUB,CR-10092,0,10092
13774,1015,SRCW,CR-10228,0,10228
13774,1015,SRCW,CR-10228,0,10228
26885,1035,ACCE,CR-10696,0,10696
26885,1035,ACCE,CR-10696,0,10696
37574,1050,AFAB,CR-10584,0,10584
37574,1050,AFAB,CR-10584,0,10584
60975,1050,AFAB,CR-10235,0,10235
60975,1050,AFAB,CR-10235,0,10235
61747,1010,AXLE,CR-10358,0,10358
61747,1010,AXLE,CR-10358,0,10358
63081,1040,ATVW,CR-10599,0,10599
63081,1040,ATVW,CR-10599,0,10599
13799,1015,SRCW,CR-10229,0,10229
13799,1015,SRCW,CR-10229,0,10229
26155,1025,TFAB,CR-10631,0,10631
26155,1025,TFAB,CR-10631,0,10631
37575,1030,TMTG,CR-10585,0,10585
37575,1030,TMTG,CR-10585,0,10585
38016,1015,SRCW,CR-10671,0,10671
38016,1015,SRCW,CR-10671,0,10671
39290,1045,SMWN,CR-10884,0,10884
39290,1045,SMWN,CR-10884,0,10884
61748,1010,AXLE,CR-10359,0,10359
61748,1010,AXLE,CR-10359,0,10359
63408,1025,TFAB,CR-10651,0,10651
63408,1025,TFAB,CR-10651,0,10651
13801,1015,SRCW,CR-10230,0,10230
13801,1015,SRCW,CR-10230,0,10230
26891,1035,ACCE,CR-10697,0,10697
26891,1035,ACCE,CR-10697,0,10697
28357,1015,SRCW,CR-10793,0,10793
28357,1015,SRCW,CR-10793,0,10793
38017,1015,SRCW,CR-10672,0,10672
38017,1015,SRCW,CR-10672,0,10672
61749,1010,AXLE,CR-10360,0,10360
61749,1010,AXLE,CR-10360,0,10360
64150,1050,AFAB,CR-10995,0,10995
64150,1050,AFAB,CR-10995,0,10995
64632,1015,SRCW,CR-10033,0,10033
64632,1015,SRCW,CR-10033,0,10033
11294,1025,TFAB,CR-10183,0,10183
11294,1025,TFAB,CR-10183,0,10183
13803,1015,SRCW,CR-10231,0,10231
13803,1015,SRCW,CR-10231,0,10231
20801,1015,SRCW,CR-10382,0,10382
20801,1015,SRCW,CR-10382,0,10382
29128,1025,TFAB,CR-10862,0,10862
29128,1025,TFAB,CR-10862,0,10862
38018,1015,SRCW,CR-10673,0,10673
38018,1015,SRCW,CR-10673,0,10673
39292,1045,SMWN,CR-10885,0,10885
39292,1045,SMWN,CR-10885,0,10885
61750,1010,AXLE,CR-10361,0,10361
61750,1010,AXLE,CR-10361,0,10361
63084,1025,TFAB,CR-10600,0,10600
63084,1025,TFAB,CR-10600,0,10600
13810,1015,SRCW,CR-10232,0,10232
13810,1015,SRCW,CR-10232,0,10232
20825,1005,THUB,CR-10383,0,10383
20825,1005,THUB,CR-10383,0,10383
29129,1025,TFAB,CR-10863,0,10863
29129,1025,TFAB,CR-10863,0,10863
35388,1025,TFAB,CR-10398,0,10398
35388,1025,TFAB,CR-10398,0,10398
37112,1010,AXLE,CR-10507,0,10507
37112,1010,AXLE,CR-10507,0,10507
38019,1015,SRCW,CR-10674,0,10674
38019,1015,SRCW,CR-10674,0,10674
39293,1050,AFAB,CR-10886,0,10886
39293,1050,AFAB,CR-10886,0,10886
61751,1010,AXLE,CR-10362,0,10362
61751,1010,AXLE,CR-10362,0,10362
63085,1025,TFAB,CR-10601,0,10601
63085,1025,TFAB,CR-10601,0,10601
64634,1015,SRCW,CR-10034,0,10034
64634,1015,SRCW,CR-10034,0,10034
20990B,1005,THUB,CR-10108,0,10108
20990B,1005,THUB,CR-10108,0,10108
1411,1095,CHUB,CR-10011,0,10011
1411,1095,CHUB,CR-10011,0,10011
1411,1095,CHUB,PC-10011,0,10011
1411,1095,CHUB,PC-10011,0,10011
11310,1030,TMTG,CR-10184,0,10184
11310,1030,TMTG,CR-10184,0,10184
20910,1015,SRCW,CR-10384,0,10384
20910,1015,SRCW,CR-10384,0,10384
26161,1030,TMTG,CR-10632,0,10632
26161,1030,TMTG,CR-10632,0,10632
33086,1030,TMTG,CR-10204,0,10204
33086,1030,TMTG,CR-10204,0,10204
38020,1015,SRCW,CR-10675,0,10675
38020,1015,SRCW,CR-10675,0,10675
38860,1030,TMTG,CR-10829,0,10829
38860,1030,TMTG,CR-10829,0,10829
39294,1045,SMWN,CR-10887,0,10887
39294,1045,SMWN,CR-10887,0,10887
39963,1015,SRCW,CR-10021,0,10021
39963,1015,SRCW,CR-10021,0,10021
61752,1010,AXLE,CR-10363,0,10363
61752,1010,AXLE,CR-10363,0,10363
63419,1015,SRCW,CR-10652,0,10652
63419,1015,SRCW,CR-10652,0,10652
64635,1015,SRCW,CR-10035,0,10035
64635,1015,SRCW,CR-10035,0,10035
15768,1015,SRCW,CR-10305,0,10305
15768,1015,SRCW,CR-10305,0,10305
20990,1005,THUB,CR-10385,0,10385
20990,1005,THUB,CR-10385,0,10385
26895,1035,ACCE,CR-10698,0,10698
26895,1035,ACCE,CR-10698,0,10698
30746,1035,ACCE,CR-10033,0,10033
30746,1035,ACCE,CR-10033,0,10033
33087,1030,TMTG,CR-10205,0,10205
33087,1030,TMTG,CR-10205,0,10205
37114,1010,AXLE,CR-10508,0,10508
37114,1010,AXLE,CR-10508,0,10508
39295,1045,SMWN,CR-10888,0,10888
39295,1045,SMWN,CR-10888,0,10888
61753,1010,AXLE,CR-10364,0,10364
61753,1010,AXLE,CR-10364,0,10364
62780,1050,AFAB,CR-10541,0,10541
62780,1050,AFAB,CR-10541,0,10541
15773,1015,SRCW,CR-10306,0,10306
15773,1015,SRCW,CR-10306,0,10306
20991,1005,THUB,CR-10386,0,10386
20991,1005,THUB,CR-10386,0,10386
26163,1025,TFAB,CR-10633,0,10633
26163,1025,TFAB,CR-10633,0,10633
29132,1025,TFAB,CR-10864,0,10864
29132,1025,TFAB,CR-10864,0,10864
31670,1015,SRCW,CR-10080,0,10080
31670,1015,SRCW,CR-10080,0,10080
33088,1030,TMTG,CR-10206,0,10206
33088,1030,TMTG,CR-10206,0,10206
34837,1015,SRCW,CR-10319,0,10319
34837,1015,SRCW,CR-10319,0,10319
35391,1025,TFAB,CR-10399,0,10399
35391,1025,TFAB,CR-10399,0,10399
37115,1010,AXLE,CR-10509,0,10509
37115,1010,AXLE,CR-10509,0,10509
38034,1015,SRCW,CR-10676,0,10676
38034,1015,SRCW,CR-10676,0,10676
61754,1010,AXLE,CR-10365,0,10365
61754,1010,AXLE,CR-10365,0,10365
63840,1050,AFAB,CR-10713,0,10713
63840,1050,AFAB,CR-10713,0,10713
64637,1015,SRCW,CR-10036,0,10036
64637,1015,SRCW,CR-10036,0,10036
29133,1025,TFAB,CR-10865,0,10865
29133,1025,TFAB,CR-10865,0,10865
31671,1015,SRCW,CR-10081,0,10081
31671,1015,SRCW,CR-10081,0,10081
33090,1030,TMTG,CR-10207,0,10207
33090,1030,TMTG,CR-10207,0,10207
38035,1015,SRCW,CR-10677,0,10677
38035,1015,SRCW,CR-10677,0,10677
61372,1050,AFAB,CR-10281,0,10281
61372,1050,AFAB,CR-10281,0,10281
61755,1010,AXLE,CR-10366,0,10366
61755,1010,AXLE,CR-10366,0,10366
63841,1050,AFAB,CR-10714,0,10714
63841,1050,AFAB,CR-10714,0,10714
64638,1015,SRCW,CR-10037,0,10037
64638,1015,SRCW,CR-10037,0,10037
7532,1015,SRCW,CR-10093,0,10093
7532,1015,SRCW,CR-10093,0,10093
21008,1015,SRCW,CR-10387,0,10387
21008,1015,SRCW,CR-10387,0,10387
26165,1025,TFAB,CR-10634,0,10634
26165,1025,TFAB,CR-10634,0,10634
31672,1015,SRCW,CR-10082,0,10082
31672,1015,SRCW,CR-10082,0,10082
33091,1030,TMTG,CR-10208,0,10208
33091,1030,TMTG,CR-10208,0,10208
37117,1010,AXLE,CR-10510,0,10510
37117,1010,AXLE,CR-10510,0,10510
